customer_id,first_name,last_name,email,phone,country,city,state,postal_code,segment,acquisition_channel,signup_date,is_active,churn_date,lifetime_value_score,days_since_signup,email_opt_in,sms_opt_in,total_spent,avg_order_value,total_orders,last_activity_date
CUSIIQY4ZGD,Vanessa,Figueroa,vanessa.figueroa47@yahoo.com,484.747.5000x85574,US,Staceyport,South Carolina,97630,Power User,Organic Search,2025-04-08 22:50:03.878525,True,,16.84,255.0,False,False,2272.68,113.63399999999999,20.0,2025-12-13 21:13:46.427863
CUSQPEGUARY,Victor,Russell,victor.russell843@yahoo.com,561-478-1395,US,North Valerieburgh,California,38408,Casual,Paid Search,2025-09-22 22:50:03.878525,True,,8.88,88.0,False,False,1697.8,121.27142857142857,14.0,2025-12-11 13:28:07.666718
CUS892O2YAK,NULL,Davis,annette.davis691@hotmail.com,572-787-5704x725,US,East Cheryl,Arkansas,03903,Power User,Direct,2025-05-11 22:50:03.878525,,,50.89,222.0,True,True,2622.02,100.84692307692308,26.0,2025-12-16 16:30:19.502514
CUS7ZH3Y20W,Melanie,Weber,melanie.weber817@yahoo.com,230.695.7960x1218,US,Port Janeborough,Montana,69316,Casual,Direct,2025-01-16 22:50:03.878525,True,,28.28,337.0,True,False,2123.6446276529728,141.57630851019817,15.0,2025-12-17 16:32:58.899407
CUS8POTXSL2,Mary,Weaver,mary.weaver45@yahoo.com,(430)764-4128,US,Bryanburgh,Louisiana,35422,Regular,Email,2025-11-17 22:50:03.878525,True,,62.1,32.0,True,False,3186.11,187.41823529411766,17.0,2025-12-19 20:39:11.347486
CUSI3L25AFQ,Terry,Bright,terry.bright92@hotmail.com,+1-349-519-5433,US,Lake Jenniferfort,Colorado,13473,Regular,Referral,2025-01-04 22:50:03.878525,False,2025-10-08 22:50:03.878525,29.49,277.0,True,True,1650.36,103.1475,16.0,2025-12-04 05:59:04.303536
CUSTI7ND6GI,Cathy,Thomas,cathy.thomas490@hotmail.com,766-580-7029x413,US,Robertsville,Missouri,66391,Casual,Social Media,2025-03-20 22:50:03.878525,True,,23.56,274.0,True,False,1363.36,85.21,16.0,2025-12-14 19:32:02.766898
CUSSU5M303J,Daniel,Torres,daniel.torres589@gmail.com,+1-334-667-0573x657,US,New Anthony,New Mexico,19079,Regular,Paid Search,2025-04-24 22:50:03.878525,True,,22.4,239.0,False,False,2010.83,105.83315789473684,19.0,2025-12-17 10:48:06.114046
CUS1GIPN7JT,Erik,Hanson,erik.hanson18@hotmail.com,(666)452-9249x10788,US,Reyeschester,Hawaii,67315,Casual,Direct,2025-10-25 22:50:03.878525,False,2025-11-27 22:50:03.878525,29.51,33.0,True,False,2812.2,148.01052631578946,19.0,2025-12-19 02:31:02.601711
CUSE7GER695,Amber,Lucero,amber.lucero227@yahoo.com,(710)907-9964,US,Ryanfurt,New Jersey,38068,Casual,Direct,2025-02-09 22:50:03.878525,True,,27.68,313.0,True,False,2128.14,106.407,20.0,2025-12-19 21:52:38.782425
CUSMI8XP5YT,Marie,Bank  s,marie.banks624@hotmail.com,380-270-8423x822,US,East Tara,Oregon,33338,Power User,,2025-08-23 22:50:03.878525,True,,53.8,118.0,True,False,1542.33,90.72529411764705,17.0,2025-11-23 00:12:32.874673
CUSYTK4K5O1,Holly,Miller,holly.miller455@hotmail.com,331-585-3110x3704,US,Markberg,arkansas,55885,Power User,Direct,2025-06-11 22:50:03.878525,True,,1.18,191.0,True,False,2371.93,107.815,22.0,2025-12-17 07:02:52.984890
CUSJ5JBTL1R,Thomas,Howard,thomas.howard927@yahoo.com,001-549-532-3968x611,US,South Emily,South Carolina,43410,Power User,Email,2025-02-22 22:50:03.878525,True,,17.04,300.0,True,False,1363.96,123.99636363636364,11.0,2025-11-14 13:35:26.143772
CUSI917ZG7K,Jose,Rogers,jose.rogers678@gmail.com,+1-682-316-7786x763,US,Michaelland,Nevada,06399,Casual,Affiliate,2025-01-14 22:50:03.878525,True,,16.75,339.0,True,False,2078.7,122.27647058823528,17.0,2025-12-13 02:46:26.871396
CUSXO7LVF5R,Christopher,Clayton,christopher.clayton421@gmail.com,,US,Sharonberg,Alaska,56657,NULL,Organic Search,2025-06-22 22:50:03.878525,True,,39.55,180.0,True,True,1811.85,106.57941176470588,17.0,2025-12-16 15:02:12.029309
CUSQWDU1KOI,Angela,Waters,angela.waters787@hotmail.com,(514)833-6474,US,East Kari,South Dakota,78615,Casual,Organic Search,2025-11-12 22:50:03.878525,True,,37.82,37.0,False,True,1872.27,144.02076923076922,13.0,2025-12-18 19:24:49.289690
CUSCLBCHDJ2,Kelly,garcia,kelly.garcia905@yahoo.com,(669)990-9659x80486,US,North Joseph,South Dakota,,Power User,Email,,True,,50.47,233.0,True,False,14807.09171949658,871.0053952645047,17.0,2025-12-17 01:05:14.959681
CUSOR3MVRWA,Joshua,May,joshua.may75@hotmail.com,810-876-4299x841,US,South Felicia,Illinois,65854,Regular,Social Media,2025-07-22 22:50:03.878525,False,2025-09-21 22:50:03.878525,64.04,61.0,True,False,1932.6299999999999,107.36833333333333,18.0,2025-11-24 10:38:49.397628
CUSX0SA6LV0,Teresa,Norton,teresa.norton659@hotmail.com,001-811-839-5396x029,US,Port Jocelyn,Massachusetts,10599,Regular,Organic	Search,2025-03-20 22:50:03.878525,False,2025-10-17 22:50:03.878525,65.99,211.0,True,False,1829.73,130.695,14.0,2025-11-25 04:50:13.572097
CUSTQM19DTW,Vincent,Paul,vincent.paul613@gmail.com,,US,East Bryanport,Idaho,43899,Casual,Organic Search,2025-04-21 22:50:03.878525,True,,16.1,242.0,False,False,1906.08,112.12235294117647,17.0,2025-12-08 20:24:00.321660
CUSFLZ24BAD,Jennifer,Benton,jennifer.benton977@gmail.com,(327)836-2937,US,Joeton,Colorado,33258,Power User,Organic Search,2025-01-02 22:50:03.878525,True,,100.0,351.0,True,True,1827.74,107.51411764705882,17.0,2025-12-03 16:46:19.044478
CUSWB0LL0MP,Jamie,Lee,jamie.lee375@hotmail.com,434.514.1699,US,Thomasshire,Illinois,67577,Casual,Paid Search,2025-04-07 22:50:03.878525,False,2025-07-19 22:50:03.878525,24.22,103.0,True,True,2711.35,129.11190476190475,21.0,2025-12-09 04:42:41.176956
CUS7PAW0M1Q,Brian,Dillon,brian.dillon727@yahoo.com,(429)639-5347X2547,US,Meganville,North Carolina,52293,Regular,Email,2025-05-15 22:50:03.878525,True,,61.06,218.0,False,False,2219.87,130.5805882352941,17.0,2025-12-08 18:18:32.135368
CUSJ1442HZC,Andrew,Cooper,andrew.cooper717@hotmail.com,+1-355-949-8345x002,US,Wilkinsshire,Rhode Island,27289,Regular,Email,2025-02-26 22:50:03.878525,True,,34.59,296.0,True,False,2148.411,102.30528571428572,21.0,2025-12-17 19:43:40.036883
CUSGZGSMXO3,NULL,Peters,jessica.peters233@gmail.com,+1-868-769-8497x7725,US,Josephtown,North Dakota,07484,Casual,Organic Search,2025-06-01 22:50:03.878525,True,,20.29,201.0,True,False,2106.94,100.33047619047619,21.0,2025-12-18 07:44:22.389702
CUSGW760CVR,Katie,Robinson,katie.robinson106@gmail.com,(955)540-5222x542,US,New Alice,Arkansas,30986,Casual,Organic Search,2025-07-28 22:50:03.878525,True,,21.61,144.0,True,True,1735.68,123.97714285714287,14.0,2025-12-16 11:56:44.846497
CUSB9RM4X8H,Ryan,Kennedy,ryan.kennedy315@yahoo.com,,US,Port Jennifer,SouTh dAkOTa,95357,Casual,Direct,2025-01-13 22:50:03.878525,False,2025-08-08 22:50:03.878525,13.01,207.0,,False,2649.34,126.15904761904763,21.0,2025-12-17 14:46:49.181666
CUSDQ0XIQTT,Sarah,Huynh,sarah.huynh460@hotmail.com,(245)550-6738x6154,US,Port Paul,Colorado,68862,Power User,Affiliate,2025-04-11 22:50:03.878525,False,2025-10-06 22:50:03.878525,29.69,178.0,False,False,1493.27,124.43916666666667,12.0,2025-11-24 07:57:50.843704
CUS8NBBLGY0,Jeremy,Gonzalez,jeremy.gonzalez801@yahoo.com,(521)834-5917x673,US,Gabriellafort,Nevada,51787,Power User,Social Media,2025-03-21 22:50:03.878525,True,,43.79,273.0,True,True,2520.57,114.57136363636364,22.0,2025-11-30 20:56:19.690104
CUSI3MDQS82,Melissa,Gentry,,717-953-0546,US,Stevenborough,Virginia,26782,Casual,Email,2025-04-02 22:50:03.878525,True,,30.85,261.0,True,False,2249.1,89.964,25.0,2025-12-08 06:07:29.530610
CUSNXYCN031,Michael,Turner,michael.turner543@yahoo.com,,US,Harrishaven,North Carolina,18844,Casual,Referral,2025-03-07 22:50:03.878525,True,,24.09,287.0,True,True,1588.21,113.44357142857143,14.0,2025-12-18 13:03:57.318327
CUSVZADAW96,Patricia,Ray,patricia.ray6@gmail.com,(749)997-5437,US,Lake Lindsayville,Alabama,35970,Power User,Organic Search,2025-04-15 22:50:03.878525,True,,60.31,248.0,True,False,2041.75,113.43055555555556,18.0,2025-12-18 07:07:46.205256
CUS26EU2SLJ,Stephanie,Austin,stephanie.austin84@yahoo.com,+1-237-619-2240x1924,US,New Brittany,California,73767,Casual,Email,2025-09-21 22:50:03.878525,False,2025-10-24 22:50:03.878525,11.57,33.0,True,True,2967.61,118.7044,25.0,2025-12-17 16:28:06.548434
CUSW6C9HW7O,Linda,Gonzalez,linda.gonzalez964@hotmail.com,7956693961,US,Carterberg,Massachusetts,44030,Regular,Paid Search,2025-01-04 22:50:03.878525,True,,51.72,349.0,True,,1783.34,89.167,20.0,2025-12-02 05:57:56.784889
CUSLOYLQPK8,joshua,Le,joshua.le15@yahoo.com,390-923-5676,US,Lake Lindachester,Indiana,41476,VIP,Paid Search,2025-11-27 22:50:03.878525,True,,100.0,22.0,True,False,7087.266911813383,416.89805363608133,17.0,2025-12-19 13:08:58.915040
CUSL9OWPQAJ,Emily,Whitaker,emily.whitaker251@yahoo.com,381.428.1872x7221,US,Andreashire,Louisiana,13692,Regular,Organic Search,2025-08-22 22:50:03.878525,True,,46.75,119.0,True,True,1941.35,114.1970588235294,17.0,2025-12-09 04:38:11.193068
CUS65X09TAS,Hannah,Kirby,hannah.kirby731@yahoo.com,739-564-0803,US,Pruittside,Indiana,91863,Regular,,2025-01-28 22:50:03.878525,True,,50.95,325.0,True,False,1561.98,97.62375,16.0,2025-12-07 05:48:27.010208
CUS6IKHSM1T,Alexander,Brown,alexander.brown988@yahoo.com,+1-768-658-8227x4641,US,Clarkchester,South Carolina,79865,Regular,Organic Search,2025-05-26 22:50:03.878525,True,,56.58,207.0,True,False,1817.54,121.16933333333333,15.0,2025-12-18 10:56:51.947877
CUS8HARF9WT,Anthony,Yang,anthony.yang669@gmail.com,,US,South Harry,Delaware,72863,Regular,Organic Search,2025-11-24 22:50:03.878525,False,,58.55,25.0,True,False,1508.4,137.12727272727273,11.0,2025-12-18 22:15:17.827894
CUS74KPRDLA,Stephanie,Casey,stephanie.casey510@hotmail.com,+1-461-655-0089x58285,US,Maureenbury,Texas,66699,Regular,Organic Search,2025-06-23 22:50:03.878525,True,,66.57,179.0,True,False,2845.6,142.28,20.0,2025-12-19 10:49:14.641788
CUSMY68OWHY,Karen,Jones,karen.jones768@yahoo.com,953.310.9428x0812,US,Ryanfort,Texas,98327,VIP,Social Media,2025-04-08 22:50:03.878525,True,,100.0,255.0,True,False,4524.81,266.1652941176471,17.0,2025-11-08 02:06:35.895008
CUS8F6AXAFA,Paul,Davis,paul.davis809@hotmail.com,(749)750-0457,US,Lauraberg,Vermont,18369,Casual,Social Media,2025-10-03 22:50:03.878525,True,,19.63,77.0,True,False,1550.54,110.75285714285714,14.0,2025-12-19 03:36:22.129575
CUSIZRKFCY0,Dana,Cohen,dana.cohen915@gmail.com,(579)912-8707x3155,US,East Megan,Wisconsin,58661,Power User,Social Media,2025-11-11 22:50:03.878525,True,,37.52,38.0,False,True,1313.5,131.35,10.0,2025-12-08 12:15:04.600075
CUSRMI5B3FZ,NULL,Green,jeremy.green264@yahoo.com,(217)760-6858x347,US,New Sarahhaven,Rhode Island,44884,Power User,Organic Search,2025-04-26 22:50:03.878525,True,,60.77,237.0,False,False,2306.1,135.6529411764706,17.0,2025-12-01 00:25:00.263591
CUSIUT8URER,Nicholas,Adkins,nicholas.adkins533@hotmail.com,7203560595,US,South Kylemouth,Michigan,73158,Casual,Organic Search,2025-09-06 22:50:03.878525,True,,33.13,104.0,True,False,1428.32,95.22133333333333,15.0,2025-12-03 08:41:30.003781
CUSI2RT25PK,Cathy,Roberts,cathy.roberts667@gmail.com,637.606.7905,US,East Tylerside,Michigan,38607,Casual,Email,2025-07-21 22:50:03.878525,True,,,151.0,False,False,2076.44,115.35777777777778,18.0,2025-12-09 01:37:50.846574
CUS03G1C0JW,Gloria,Gonzales,gloria.gonzales583@yahoo.com,(640)460-0723x231,US,Novaktown,Vermont,74499,Casual,Content Marketing,2025-06-27 22:50:03.878525,True,,28.6,175.0,True,False,2122.0,117.88888888888889,18.0,2025-12-17 01:06:08.144455
CUST5H9LUNY,Andrea,Perez,andrea.perez328@hotmail.com,,US,North John,Alabama,22145,Casual,Paid Search,2025-08-24 22:50:03.878525,True,,38.97,117.0,True,False,2653.98,139.68315789473684,19.0,2025-12-17 21:05:15.988965
CUSJKJII2XD,Erik,Johnson,,,US,Scottberg,Oklahoma,28916,Casual,Referral,2025-08-11 22:50:03.878525,True,,27.8,130.0,True,False,2558.24,127.91199999999999,20.0,2025-12-14 21:03:51.395393
CUSMIX2D697,Jacqueline,Brown,jacqueline.brown643@yahoo.com,,US,Anthonyfort,Iowa,56166,Casual,Content Marketing,2025-11-27 22:50:03.878525,True,,23.82,22.0,True,False,2300.08,127.78222222222222,18.0,2025-12-18 15:27:41.557195
CUSA599HRWP,Amanda,Parker,amanda.parker731@hotmail.com,001-562-486-1657x705,US,East Angelaburgh,Florida,55679,Casual,Organic Search,2025-04-26 22:50:03.878525,True,,16.91,237.0,True,False,2535.36,115.24363636363637,22.0,2025-11-25 12:05:17.062990
CUSTR8TUVQC,Frances,Osborne,frances.osborne631@gmail.com,651-963-8797x083,US,South Phillip,New Jersey,63310,Regular,Referral,2025-07-05 22:50:03.878525,True,,69.99,167.0,False,True,3598.6491267297292,156.46300550998822,23.0,2025-12-18 22:33:46.631640
CUSZ9NS37MT,Diane,Gonzales,diane.gonzales368@hotmail.com,991-295-7352x762,US,Staceychester,Missouri,43488,Power User,Email,2025-06-15 22:50:03.878525,True,,50.59,187.0,False,False,2461.08,136.72666666666666,18.0,2025-12-19 13:19:41.796324
CUS6JJXRK0A,Brandy,Jackson,brandy.jackson439@gmail.com,552.767.5735x5325,US,Michaelshire,Montana,45090,Power User,Organic Search,2025-03-03 22:50:03.878525,True,,46.52,291.0,True,False,2802.52,140.126,20.0,2025-12-10 17:24:36.445492
CUSDMZPN7VJ,Lisa,Cowan,lisa.cowan517@yahoo.com,001-484-208-4225x348,US,South Carmenton,Georgia,42794,Casual,Paid Search,2025-01-09 22:50:03.878525,True,,16.53,772.0799431819213,True,True,1879.41,89.49571428571429,21.0,2025-11-25 05:13:18.137996
CUSZMZ6LO2T,Jesse,Melendez,jesse.melendez225@hotmail.com,514.457.6665x729,US,West Richard,Illinois,93548,Power User,Paid Search,2025-03-04 22:50:03.878525,True,,62.17,290.0,True,True,1745.47,91.86684210526316,19.0,2025-12-19 11:17:10.308158
CUS3AYUREVL,Jeffrey,Jones,jeffrey.jones992@yahoo.com,001-611-343-6183x1297,US,,Virginia,58903,Casual,Social Media,2025-09-19 22:50:03.878525,True,,20.06,91.0,True,False,2823.43,148.6015789473684,19.0,2025-12-18 11:46:29.329465
CUSCBPPFN1X,Jacob,Carroll,jacob.carroll817@gmail.com,+1-507-894-7721x772,US,Brittneyberg,Iowa,11280,Regular,Email,2025-07-28 22:50:03.878525,True,,46.07,144.0,True,False,2470.88,112.31272727272727,22.0,2025-12-12 16:15:04.880830
CUSII263WRW,Robert,Johnson,robert.johnson207@yahoo.com,,US,South Bradley,South Dakota,33018,Regular,Affiliate,2025-11-20 22:50:03.878525,False,,35.71,29.0,True,False,2680.52,167.5325,16.0,2025-12-18 08:04:50.504800
CUS6KA60A9Q,Cindy,Wilson,cindy.wilson110@hotmail.com,409-615-2806,US,West Jimmychester,Indiana,38601,Regular,Social Media,2025-02-08 22:50:03.878525,True,,47.2,314.0,True,False,2440.15,110.9159090909091,22.0,2025-12-03 20:28:00.414545
CUSG80UD1R6,Derek,Barber,derek.barber427@hotmail.com,(820)613-5379,US,Davidview,Washington,38124,Casual,Paid Search,2025-08-09 22:50:03.878525,,,20.75,132.0,True,False,2230.41,117.38999999999999,19.0,2025-12-10 11:14:31.978733
CUSUS784RHQ,Dana,Campbell,dana.campbell93@yahoo.com,001-673-620-7192x1299,US,Stevenburgh,Rhode Island,45744,Power User,Organic Search,2025-08-09 22:50:03.878525,True,,63.88,132.0,True,False,2774.21,110.9684,25.0,2025-12-11 11:14:06.641083
CUSOX0VFFT4,Bobby,Weber,BOBBY.WEBER618@GMAIL.COM,001-247-509-9161x7995,US,Lake Heatherhaven,Connecticut,07851,Regular,Paid Search,2025-05-29 22:50:03.878525,True,,45.84,204.0,True,True,15309.811719496582,729.038653309361,21.0,2025-12-03 11:02:24.470946
CUS5MFUD0HD,NULL,Gibson,rachel.gibson983@yahoo.com,385-230-8201x58321,US,South Meganborough,Wisconsin,95716,Casual,Email,2025-05-30 22:50:03.878525,True,,34.4,203.0,True,False,1751.97,116.798,15.0,2025-12-13 09:15:12.063402
CUS4X5C11OF,Gary,Smith,gary.smith78@hotmail.com,,US,South Sean,Alabama,98613,Casual,Email,2025-08-20 22:50:03.878525,False,2025-10-08 22:50:03.878525,26.96,49.0,True,False,1185.39,118.53900000000002,10.0,2025-11-22 09:12:31.432935
CUSGWEI2BWT,Emily,Davis,emily.davis82@hotmail.com,,US,Jonesmouth,Louisiana,97539,Regular,Direct,2025-05-22 22:50:03.878525,True,,68.24,211.0,True,False,2284.84,103.85636363636364,22.0,2025-11-26 05:35:46.601800
CUSWXAVQJ06,Timothy,Briggs,timothy.briggs541@hotmail.com,+1-951-995-3776,US,Cooperburgh,Alabama,03506,VIP,Paid Search,2025-11-20 22:50:03.878525,True,,100.0,29.0,True,False,4416.79,339.75307692307695,13.0,2025-12-17 15:47:20.168150
CUSYJY4CRGE,Adam,Williams,adam.williams521@gmail.com,,US,South Markside,Massachusetts,04668,Power User,Referral,2025-09-08 22:50:03.878525,True,,,102.0,True,True,1542.27,128.5225,12.0,2025-12-19 12:49:34.203204
CUSV4VZVPJZ,Mathew,Morris,mathew.morris105@yahoo.com,,US,Lake Adam,Michigan,31593,Casual,Referral,2025-10-19 22:50:03.878525,True,,24.45,61.0,True,False,3216.21,134.00875,24.0,2025-12-18 22:58:24.826401
CUS642AR65I,Steven,Bentley,steven.bentley175@hotmail.com,660-280-2650,US,Littleview,Massachusetts,05827,Regular,Social Media,2025-11-21 22:50:03.878525,False,,24.79,28.0,True,False,2849.34,178.08375,16.0,2025-12-19 10:05:13.693691
CUSBFQUSW4T,Joshua,Hill,joshua.hill862@gmail.com,001-249-714-1851,US,Rubenhaven,N/A,23523,Power User,Paid Search,2025-09-03 22:50:03.878525,True,,24.44,107.0,False,True,1503.771,107.41221428571428,14.0,2025-12-16 18:15:43.429579
CUS07SRS793,Jared,Wu,jared.wu99@gmail.com,+1-946-689-6649x5707,US,Powellport,California,45904,Power User,Affiliate,2025-03-21 22:50:03.878525,True,,21.76,273.0,True,False,2148.591,119.36616666666666,18.0,2025-12-17 03:46:51.622201
CUSHKW2XSN3,Anthony,Hernandez,anthony.hernandez842@yahoo.com,001-930-666-1213,US,North Gregory,Missouri,79782,Casual,Social Media,2025-06-28 22:50:03.878525,True,,,174.0,False,,10002631.09,434897.0039130435,23.0,2025-12-15 21:20:17.724518
CUS87QU1IOO,Jonathan,Carter,jonathan.carter288@gmail.com,001-404-697-8969x6792,US,East Jeffrey,Connecticut,23038,Regular,Direct,2025-10-14 22:50:03.878525,True,,61.76,66.0,False,False,3366.98,134.6792,25.0,2025-12-15 23:11:57.598381
CUSOYFGPWD6,Richard,Bush,richard.bush590@hotmail.com,3664072336,US,Mosleybury,Montana,06538,Regular,Paid Search,2025-10-18 22:50:03.878525,False,2025-11-21 22:50:03.878525,74.16,34.0,False,False,2943.88,140.1847619047619,21.0,2025-12-19 10:24:20.071426
CUSHOBJEE8L,  Martin,Edwards,martin.edwards317@gmail.com,655.829.9189x88553,US,Port Alyssahaven,Pennsylvania,98525,Regular,Organic Search,2025-07-06 22:50:03.878525,True,,24.78,166.0,False,False,2655.27,120.6940909090909,22.0,2025-12-15 06:07:49.433425
CUSU938VOAX,Samuel,Tucker,samuel.tucker449@yahoo.com,632.512.5880,US,New Timothychester,Arkansas,15427,Casual,Referral,2025-01-20 22:50:03.878525,True,,-1000.0,333.0,True,True,1859.14,97.84947368421054,19.0,2025-11-17 03:57:37.896858
CUS5EZSXRG8,Krista,Davenport,krista.davenport429@yahoo.com,001-201-664-8183x135,US,Elijahton,Arkansas,54708,Casual,Paid Search,2025-10-24 22:50:03.878525,True,,5.89,56.0,False,False,3353.476403880231,159.68935256572527,21.0,2025-12-16 20:16:37.867664
CUSQ3FUVROG,RACHAEL,Rivera,rachael.rivera868@hotmail.com,,US,Wilsonville,South Dakota,16956,Power User,Direct,2025-10-31 22:50:03.878525,True,,52.31,49.0,False,False,1507.51,100.50066666666666,15.0,2025-12-13 09:34:44.671456
CUSJD5WTSP0,Keith,Maxwell,keith.maxwell578@yahoo.com,,US,Port Danielbury,Arizona,84329,Casual,Referral,2025-07-04 22:50:03.878525,True,,14.99,168.0,True,True,1283.96,85.59733333333334,15.0,2025-11-29 01:57:42.037926
CUS5DJ1UTOS,Anthony,King,anthony.king985@yahoo.com,,US,Coxborough,Nebraska,91498,Casual,Paid Search,2025-05-27 22:50:03.878525,True,,12.57,206.0,False,False,1254.35,96.48846153846154,13.0,2025-12-08 23:53:38.094225
CUS7OB1YBHB,Stephanie,Kim,stephanie.kim838@yahoo.com,001-259-568-7232,US,Hollymouth,Iowa,06728,Power User,Referral,2025-02-17 22:50:03.878525,True,,71.37,305.0,True,False,10015108.701719496,500755.4350859748,20.0,2025-12-06 15:06:51.065945
CUSOZDX0N4C,John,Quinn,john.quinn566@gmail.com,(626)454-7557x476,US,  Danielville,Missouri,33924,Casual,Organic Search,2025-06-30 22:50:03.878525,True,,42.89,172.0,False,False,2198.59,109.9295,20.0,2025-12-09 08:08:07.445018
CUSSHSIPNSX,Laurie,Fowler,laurie.fowler703@hotmail.com,(575)774-9283x9431,US,Carterburgh,Iowa,36998,Power User,Paid Search,2025-09-24 22:50:03.878525,True,,43.72,86.0,False,False,2300.8,127.82222222222224,18.0,2025-12-02 19:40:39.404102
CUSIR2CSBIP,John,Haney,john.haney467@hotmail.com,,US,Lake Patrickview,New York,29994,Regular,Social Media,2025-05-20 22:50:03.878525,True,,46.18,213.0,False,False,2869.48,114.7792,25.0,2025-12-15 17:30:43.213602
CUSO3K9VMAI,Melissa,Smith,melissa.smith247@hotmail.com,+1-935-583-2453x6477,US,Lake Richard,Kansas,01019,Casual,Referral,2025-05-25 22:50:03.878525,True,,21.54,208.0,False,False,2406.4900000000002,114.59476190476191,21.0,2025-12-02 20:14:57.199438
CUSGUM66661,Tyler,Ray,tyler.ray163@gmail.com,001-392-797-7222x6789,US,Meltonbury,Alabama,81882,Regular,Organic Search,2025-02-21 22:50:03.878525,False,2025-09-10 22:50:03.878525,68.7,201.0,True,False,1212.01,86.57214285714285,14.0,2025-12-17 09:32:18.920546
CUS8IA3BQPH,Michael,Davis,michael.davis237@hotmail.com,+1-336-417-9533x450,US,North Rebecca,Ohio,44705,Casual,Social Media,2025-01-01 22:50:03.878525,True,,21.95,352.0,True,False,2991.25,115.04807692307692,26.0,2025-12-18 21:25:27.461703
CUSZ40QO2TK,Sierra,Decker,sierra.decker804@hotmail.com,(648)658-6743,US,Leebury,Virginia,95764,Casual,Organic Search,2025-09-08 22:50:03.878525,True,,36.18,102.0,False,False,2974.13,135.18772727272727,22.0,2025-12-12 20:38:29.512808
CUSG1GD1025,Timothy,Harris,timothy.harris307@hotmail.com,707.307.4710,US,Hubbardfurt,Arizona,64400,Casual,Content Marketing,2025-01-17 22:50:03.878525,True,,,336.0,True,False,2244.06,112.203,20.0,2025-12-18 05:58:06.074611
CUS18M6NCAI,David,Bender,david.bender992@gmail.com,,US,Hessville,Vermont,11024,VIP,Paid Search,2025-05-01 22:50:03.878525,True,,79.9,232.0,False,False,3526.35,271.2576923076923,13.0,2025-12-07 09:56:48.689182
CUSATDRPFH2,Benjamin,Perez,benjamin.perez605@yahoo.com,(352)484-5197x96944,US,North Markmouth,Arizona,55612,Regular,Organic Search,2025-02-07 22:50:03.878525,True,,67.2,315.0,False,False,1940.0781757236718,129.33854504824478,15.0,2025-11-20 17:05:56.308118
CUSTDGNIN6L,Lisa,Williams,lisa.williams730@hotmail.com,(331)620-3436x014,US,Barbaraborough,Washington,16454,Casual,Paid Search,2025-02-07 22:50:03.878525,False,2025-04-09 22:50:03.878525,35.43,61.0,True,True,1638.59,109.23933333333333,15.0,2025-12-10 23:06:19.667612
CUSZ3CW7564,Mary,Williams,mary.williams945@gmail.com,+1-682-225-0383x581,US,East Mark,Montana,91166,Casual,Organic Search,2025-09-25 22:50:03.878525,True,,22.27,85.0,True,False,2372.13,158.142,15.0,2025-12-19 00:52:43.751085
CUS698WMW3B,Shannon,Fisher,shannon.fisher726@hotmail.com,,US,Michelleburgh,West Virginia,04260,Casual,Social Media,2025-12-06 22:50:03.878525,True,,23.89,13.0,True,False,2865.2,150.79999999999998,19.0,2025-12-19 13:36:20.361482
CUSLNHFZZ7Z,Kayla,Wallace,kayla.wallace773@gmail.com,+1-654-815-7129x60724,US,North Denisemouth,Virginia,40181,Casual,Paid Search,2025-02-22 22:50:03.878525,True,,25.49,300.0,True,False,1588.174668753699,144.37951534124537,11.0,2025-11-16 22:27:41.388800
CUSWAJ96FAV,Mallory,Mcclain,mallory.mcclain896@gmail.com,(878)597-0948,US,Stephanietown,Utah,63019,Casual,,2025-04-29 22:50:03.878525,False,2025-10-24 22:50:03.878525,43.31,178.0,False,False,2234.35,111.7175,20.0,2025-12-18 02:00:35.624239
CUS37JVS39G,Nicholas,Bell,nicholas.bell216@gmail.com,,US,South Charles,Wyoming,19646,Casual,Organic Search,2025-01-02 22:50:03.878525,,2025-02-26 22:50:03.878525,21.73,55.0,True,False,1095.29,64.42882352941176,17.0,2025-11-24 23:24:33.153364
CUSZC8L3F4C,Carl,Carlson,carl.carlson548@gmail.com,,US,New Tyler,Indiana,51333,Casual,Paid Search,2025-03-17 22:50:03.878525,True,,17.98,277.0,True,False,2070.4900000000002,115.02722222222224,18.0,2025-12-05 01:58:28.246568
CUSGKP1REHJ,Eric,Gordon,eric.gordon765@hotmail.com,4405746594,US,Nancyfort,Illinois,76596,Regular,Email,2025-03-28 22:50:03.878525,True,,26.47,266.0,True,False,1902.29,105.68277777777777,18.0,2025-12-14 13:33:59.818964
CUSLB64QTQB,Melissa,Cook,melissa.cook783@yahoo.com,,US,Christopherport,Michigan,31403,Regular,Referral,2025-07-15 22:50:03.878525,True,,44.53,157.0,True,,1716.16,132.0123076923077,13.0,2025-12-03 04:02:51.993828
CUSX6AX0VPO,KarEN,Todd,karen.todd727@yahoo.com,940-873-7215x460,US,East Tammyview,Maryland,36245,Casual,Direct,2025-07-15 22:50:03.878525,True,,28.07,157.0,True,False,2707.4,135.37,20.0,2025-12-18 10:56:42.960440
CUSU8YBOU7Z,Emma,Herrer  a,emma.herrera18@hotmail.com,830.758.5090,US,Travismouth,Washington,34822  ,Power User,Referral,2025-06-01 22:50:03.878525,True,,68.1,201.0,True,True,1546.9,154.69,10.0,2025-12-19 06:33:42.162308
